cod_endereco,cod_cliente,rua,numero,cidade,estado,cep
13714,21173,Loteamento Bárbara Costa,284,Casa Grande,AM,78522474
13715,5460,Viaduto Zoe Rezende,2,Nogueira,RO,70625-132
13716,14031,Condomínio de Nascimento,14,Freitas,RN,70658-301
13717,13098,Rodovia de Jesus,11,Porto de Ramos,SP,65120-107
13718,2130,Setor de Souza,98,da Conceição,ES,04609770
13719,842,Fazenda Brito,90,Nascimento,PI,77931692
13720,11803,Sítio Vieira,220,Siqueira,AM,95085-589
13721,778,Viaduto da Cruz,479,Souza do Amparo,RS,06807193
13722,665,Lagoa Agatha Garcia,24,Silveira,PR,63730-303
13723,8943,Núcleo Daniela Pastor,8,da Costa Verde,PB,49244-283
13724,8475,Estação José Miguel Souza,43,Ribeiro de Novais,PB,93289-183
13725,18980,Sítio Mariane Rezende,297,Pacheco,RS,67563-791
13726,5692,Praia Raquel Nogueira,95,Pimenta,PE,90853-201
13727,9310,Vale Barros,40,Vargas de da Conceição,RR,42514-283
13728,10127,Travessa de Viana,922,Pacheco do Norte,PR,90371150
13729,1092,Sítio de Cardoso,84,Brito,AL,11839921
13730,9353,Estrada de Vargas,440,Cardoso da Praia,PR,36603053
13731,22546,Sítio de da Paz,9,Freitas Paulista,PB,60134-975
13732,18884,Área Luna Nascimento,18,Câmara Alegre,RJ,90882797
13733,23765,Lagoa Fogaça,10,Pastor da Praia,PE,97257-137
13734,12955,Estação Enzo Gabriel Duarte,30,Teixeira,MG,44558-649
13735,21101,Campo Olivia Pereira,860,Pires,MT,77457-172
13736,3164,Lago de Vieira,623,Ferreira de Porto,CE,53486-120
13737,551,Quadra Pinto,298,Teixeira de da Rocha,DF,91900-148
13738,11622,Loteamento de Ramos,78,da Cunha das Flores,MA,81453711
13739,13343,Pátio Bryan Monteiro,48,Novaes Paulista,RN,25614-739
13740,6686,Vila Costa,65,Novaes,MG,48922351
13741,13188,Parque da Mota,49,Novais,CE,75393-790
13742,1584,Colônia de Silveira,11,Moreira da Serra,PA,07242-552
13743,19976,Vale Apollo Garcia,4,Santos da Serra,SE,45576-772
13744,4264,Ladeira Giovanna Costa,73,Souza,AP,64546056
13745,9324,Fazenda de Vieira,756,Novaes Verde,MA,20844-763
13746,530,Loteamento Julia Monteiro,90,da Costa,SP,72543-821
13747,9652,Aeroporto Vieira,583,Câmara,SC,85883-041
13748,12093,Ladeira de Carvalho,69,Vargas,MA,22969927
13749,13716,Morro Rodrigo Fonseca,74,Leão da Praia,PA,47978185
13750,18241,Rodovia Olívia Abreu,15,Vieira Grande,AC,81641872
13751,1771,Jardim Pastor,9,Monteiro do Oeste,AL,25907-429
13752,15672,Núcleo Raquel Ramos,68,da Conceição da Serra,MA,28457370
13753,3142,Travessa Carvalho,7,Oliveira,SC,78001-081
13754,14779,Viela Aragão,29,Leão,MG,83784-592
13755,6536,Praça Vieira,38,Porto,ES,77165492
13756,16336,Alameda de Rocha,236,Casa Grande do Oeste,RN,17623-681
13757,14629,Ladeira de Rios,30,Viana,PA,51652-324
13758,817,Conjunto Campos,46,Moreira,BA,94678-599
13759,22670,Estação Alexia Costa,320,Rocha,BA,68079611
13760,3325,Via Cavalcanti,6,Cardoso da Mata,PI,99160-294
13761,22368,Loteamento Ferreira,59,Montenegro de Lopes,AC,18793-103
13762,6440,Fazenda Fernanda da Cunha,4,Silva do Norte,ES,37040-666
13763,2191,Aeroporto Câmara,62,Lopes,MG,50435645
13764,20348,Via Viana,80,Rodrigues Grande,BA,13796968
13765,19401,Estação Pereira,4,Casa Grande,DF,81974588
13766,3050,Favela da Costa,49,Sampaio da Mata,AP,72862130
13767,4774,Avenida Aragão,75,Sá Verde,PI,52810986
13768,20989,Ladeira Gael Silva,8,Fogaça Verde,AP,03092047
13769,7823,Viela Zoe Pimenta,20,da Mata do Amparo,PR,44304-155
13770,2855,Quadra Farias,862,Lopes,MT,92884210
13771,3208,Quadra de Rocha,8,Barros do Norte,MT,15009997
13772,8326,Estrada Carvalho,6,Lopes,SP,96939-469
13773,8148,Campo de Nunes,57,Azevedo,AL,21005936
13774,112,Praia de Sampaio,23,Cardoso da Praia,PB,29744-511
13775,10323,Via Bárbara Fonseca,9,Pinto de Pires,PA,52505438
13776,4871,Trecho de Cirino,572,Jesus da Prata,CE,07335-253
13777,1785,Distrito de Lopes,4,Caldeira,RN,12748042
13778,23154,Via Ester Dias,27,Caldeira,AL,38578467
13779,21629,Sítio Aparecida,52,Albuquerque do Galho,AP,12342348
13780,20312,Rua de Sousa,55,Andrade da Praia,TO,56395-193
13781,9967,Viaduto de Ferreira,61,Rezende da Praia,BA,55581-984
13782,8039,Alameda de Guerra,45,da Mota de Duarte,RO,55232846
13783,8154,Pátio Heitor Ribeiro,910,Gomes,PI,96804-424
13784,18399,Aeroporto de da Costa,34,da Rocha,SC,39997-151
13785,4102,Via Carvalho,85,Ferreira,BA,78436794
13786,13251,Trevo Clara Carvalho,7,Vasconcelos,DF,16666862
13787,23113,Quadra de Borges,7,Azevedo,SE,07959677
13788,19300,Condomínio Rocha,9,Sales de Borges,PA,64566-934
13789,13428,Loteamento de Rocha,62,Campos,GO,32683022
13790,2363,Chácara de Camargo,55,Araújo,MS,56215-751
13791,417,Aeroporto de Rocha,422,Cassiano do Galho,MA,84471238
13792,17554,Trecho Caldeira,88,Caldeira dos Dourados,GO,38933719
13793,15895,Praia de Martins,62,Sousa do Amparo,PA,98523407
13794,1918,Loteamento Cauã da Cunha,33,Novais,PA,40730-842
13795,18010,Alameda de Macedo,1,Novais,RN,48175-064
13796,12598,Fazenda Eloah Melo,33,Cunha,SE,52341941
13797,3277,Chácara de da Rosa,46,da Luz da Mata,SP,91166-530
13798,6532,Recanto de Sales,26,Barbosa,MS,79997-882
13799,19685,Campo Benício da Costa,25,Costela,RR,04260694
13800,19054,Chácara de Rios,129,Jesus da Praia,PI,99354-897
13801,7663,Parque Ravi Martins,578,Cassiano,RO,91124-396
13802,12151,Estação Mendonça,6,Costa das Pedras,SE,73163-972
13803,4718,Campo Rodrigues,51,Ferreira da Praia,GO,66739-392
13804,16766,Condomínio Théo Câmara,202,Pereira Grande,AL,08162-168
13805,18209,Vereda Castro,206,Martins de Pacheco,PI,44623-734
13806,8147,Aeroporto Rios,98,Nunes,RO,17838-772
13807,1449,Viaduto Arthur Gabriel Silva,11,da Mota,MT,40825-065
13808,3030,Vila Alexandre Oliveira,86,Casa Grande de Nogueira,RJ,62305059
13809,8080,Viela Anthony Gabriel Farias,3,Azevedo de Campos,PE,52829106
13810,16791,Feira Fernanda Barros,4,Martins do Sul,PI,30200447
13811,23804,Via de Garcia,851,Silveira,SP,86325346
13812,735,Residencial Nogueira,25,Silveira,RJ,25618-304
13813,24141,Vale de Monteiro,91,Silveira das Pedras,ES,39834724
13814,1166,Trecho Mathias Oliveira,45,Siqueira,SE,60572-219
13815,10018,Núcleo Teixeira,14,da Mota da Prata,AC,92746-104
13816,3475,Travessa Melina Macedo,23,Vargas,SE,45988-169
13817,23477,Núcleo Rodrigues,9,das Neves da Praia,RS,82028731
13818,9879,Recanto Cavalcanti,357,da Luz de Goiás,DF,58584115
13819,23951,Lago Anthony da Luz,19,Jesus de da Luz,GO,55684-673
13820,19074,Vereda de da Mata,7,Rezende,RS,97339-317
13821,6726,Vereda de Monteiro,85,Cavalcanti,PR,78302556
13822,15860,Travessa de Almeida,85,da Luz,PR,62533-571
13823,1055,Estrada Melissa Silveira,9,Vargas do Sul,SE,96018-789
13824,10541,Área Melo,1,Barbosa de Teixeira,RJ,56236-104
13825,16153,Quadra de Santos,61,Peixoto,PR,43668783
13826,5729,Estrada Ian Rocha,10,Campos da Serra,RS,61802-633
13827,14848,Parque de Ribeiro,9,Caldeira,CE,87735832
13828,3889,Rodovia de da Paz,49,da Luz do Sul,RO,55169490
13829,24545,Núcleo Luan Peixoto,8,Albuquerque,MS,13276505
13830,7404,Jardim Brito,87,Fogaça do Campo,PA,60287944
13831,3209,Trevo Correia,473,Pereira,RS,31923-194
13832,21881,Feira de Machado,65,Almeida,PI,93454-447
13833,242,Núcleo Arthur Gabriel Araújo,54,Pinto de Fogaça,CE,06274-832
13834,2114,Trecho Vicente Barbosa,51,Monteiro,AP,57061-452
13835,1404,Viela Théo Alves,39,Vargas,BA,47473-601
13836,11740,Via de Novaes,52,Pinto Verde,SE,97931-463
13837,18155,Rua Jesus,66,Sales Alegre,AC,98996-595
13838,7842,Núcleo de Brito,8,Almeida da Prata,SP,87732897
13839,23538,Distrito de Casa Grande,240,Abreu,SP,13322-291
13840,4336,Campo Hellena Ramos,52,da Conceição do Oeste,RJ,69259811
13841,576,Largo Beatriz Gomes,56,Farias da Serra,MG,84955-860
13842,24323,Estação de Gonçalves,77,Freitas,TO,85072074
13843,2762,Esplanada Marques,264,Ferreira,CE,60456-561
13844,14423,Vale Cavalcanti,11,Carvalho de Silveira,CE,97435026
13845,22047,Núcleo de Dias,1,Pires do Amparo,AM,26768710
13846,14961,Jardim Melo,5,da Conceição do Amparo,MA,48968154
13847,16077,Núcleo de Montenegro,79,Gomes do Campo,MS,33242-117
13848,3120,Vereda Aylla Andrade,1,Santos,RN,07141200
13849,6147,Praia Farias,263,Campos Paulista,MA,85170499
13850,998,Trecho de Moura,862,Melo de Minas,DF,09450-634
13851,10265,Lagoa de Pires,26,Martins da Serra,TO,45800-348
13852,10447,Parque Ayla Nogueira,27,Rezende do Oeste,SE,74048129
13853,4405,Estrada Garcia,1,Vasconcelos,SP,94178067
13854,8574,Favela Nunes,28,Ramos,ES,98744431
13855,10453,Trecho de Marques,84,Ramos da Praia,CE,96030-904
13856,22744,Vila Garcia,110,Nunes,AL,27218412
13857,19313,Setor Araújo,94,Pacheco da Serra,ES,57492-031
13858,16432,Chácara de Pimenta,25,Novaes,RN,42193507
13859,23328,Largo Laís Gomes,68,Barbosa da Praia,SP,55241004
13860,12854,Campo Leão,83,Santos de Casa Grande,MS,27785-132
13861,9668,Residencial Porto,24,Albuquerque de Minas,RN,38905960
13862,218,Estação de Siqueira,12,Ferreira,TO,10393-707
13863,1342,Morro de Siqueira,65,Rocha Paulista,RR,13665-238
13864,8404,Vereda Oliveira,338,da Conceição,RO,30918257
13865,16213,Colônia de Freitas,4,Pires do Sul,PB,01304980
13866,9074,Condomínio de Fonseca,70,Santos,AP,65745-652
13867,18611,Viela Otto Martins,988,Rodrigues do Norte,RO,02908-347
13868,22940,Quadra de Gomes,3,das Neves,ES,84641286
13869,9449,Pátio de Rodrigues,20,Almeida,PR,22203-213
13870,13336,Quadra de da Conceição,54,Mendes,RO,91769527
13871,22051,Colônia Casa Grande,66,Sales,PI,97696-199
13872,22665,Passarela Ísis Leão,16,Aragão,MS,09739681
13873,22807,Chácara de Nunes,42,Barbosa,PR,21628996
13874,2754,Estrada Stephany Sá,838,Cunha,BA,61330037
13875,9010,Travessa de da Cunha,6,da Conceição,DF,52900050
13876,12106,Área Garcia,52,Guerra,RJ,53606398
13877,23914,Lago da Cunha,870,Câmara da Mata,PE,03289-557
13878,6862,Favela Pedro Miguel Albuquerque,69,Araújo de Goiás,RR,63926712
13879,22752,Favela de Casa Grande,24,Moura,RN,14498371
13880,22336,Estação de das Neves,87,Vieira de Mendes,GO,03068-247
13881,942,Chácara Cavalcante,6,Nogueira do Amparo,SE,85699635
13882,21369,Distrito de Fernandes,7,Borges de Alves,MT,81656-546
13883,4860,Jardim de Macedo,37,Martins da Serra,PA,55702997
13884,12667,Núcleo da Mata,4,Teixeira das Flores,SP,11220524
13885,10969,Via Borges,3,Casa Grande,RO,11278704
13886,5684,Aeroporto de Jesus,239,Leão da Praia,GO,10931-040
13887,23701,Núcleo Esther Câmara,52,Pinto,AP,22261167
13888,4064,Vila de Cavalcanti,782,Barros,AP,97713030
13889,4584,Passarela de Pires,69,Vargas Grande,PB,25924410
13890,1239,Pátio de Aparecida,73,Nunes Verde,PA,88464-725
13891,22884,Condomínio José Marques,69,Moura,PA,96553-433
13892,15648,Favela de Ribeiro,954,Pereira do Norte,DF,65258218
13893,6687,Estação Ribeiro,35,da Costa Paulista,SP,77339610
13894,197,Feira Catarina Abreu,131,Cardoso,AL,59847-821
13895,22833,Estrada Macedo,26,da Rocha,PI,75768335
13896,20471,Avenida Lavínia Moreira,80,Marques,RS,92640-186
13897,20750,Lagoa Pacheco,201,Sá da Mata,SC,29021-393
13898,12040,Avenida José Aragão,7,Azevedo de Cavalcante,ES,03075-949
13899,2685,Vila Nunes,2,Novais,RR,03095-707
13900,8458,Viela Peixoto,9,Pimenta,RR,61847227
13901,7555,Avenida Stephany Cardoso,33,Moraes,MS,22355221
13902,21776,Trevo Aragão,5,Sousa,RS,90917991
13903,11528,Passarela de Cirino,85,Costela,PR,15862544
13904,5804,Chácara de Andrade,62,Farias,SE,81723135
13905,16052,Colônia de Silveira,43,da Mota,RR,71618-143
13906,7690,Sítio de Nogueira,29,Rezende Alegre,BA,01020459
13907,12937,Rua Ryan Nascimento,110,Melo,PA,07967747
13908,10783,Quadra de Nogueira,88,Ribeiro do Norte,CE,61332-682
13909,23406,Vila Montenegro,69,Moraes,MS,97095417
13910,14790,Avenida de Duarte,80,Borges do Galho,CE,38723893
13911,7119,Estrada Maria Sophia Pereira,8,Guerra,RN,15685-669
13912,3525,Residencial de Aparecida,66,Nogueira Verde,MS,35888-334
13913,14381,Pátio de Aragão,69,Jesus,TO,57822-947
13914,17066,Favela de Cavalcante,81,Vasconcelos Verde,GO,01249-733
13915,5976,Lago de Lima,3,Moura,SE,08719454
13916,5771,Via Melo,612,Pacheco,PR,84764-253
13917,15037,Sítio de Guerra,140,Ramos do Sul,RR,38342971
13918,23995,Chácara Luiz Fernando Almeida,67,Dias Verde,PR,32274-913
13919,23415,Lago Carolina Moreira,53,Almeida Grande,PA,44568-194
13920,9444,Vale Thales Mendes,5,Campos Alegre,BA,19866462
13921,8523,Avenida Evelyn Freitas,67,Vieira,BA,96470-187
13922,21751,Colônia André Silveira,166,Fernandes,SE,71590-457
13923,24126,Trevo Ana Luiza Melo,51,Montenegro,MT,25616-281
13924,13568,Quadra Câmara,90,Peixoto dos Dourados,SC,44784-939
13925,17548,Passarela Pinto,85,Martins da Prata,SC,78961-665
13926,22597,Travessa Campos,44,Martins de Ribeiro,DF,94751-146
13927,19762,Passarela de Correia,53,Rodrigues,RO,15112-282
13928,10835,Trevo Anna Liz da Conceição,36,Novais do Campo,RR,91935681
13929,931,Lagoa Anna Liz Abreu,32,Machado do Amparo,TO,78361377
13930,22417,Lagoa Gonçalves,6,Vieira dos Dourados,MA,69372-807
13931,6879,Ladeira de Pereira,94,Moura,MT,85595-046
13932,20523,Estação Ana Azevedo,6,Castro,SC,05136-004
13933,21543,Vila Azevedo,36,Azevedo Alegre,RN,49306-977
13934,23833,Ladeira de Cavalcanti,342,Monteiro,RN,19059042
13935,9978,Feira de Oliveira,7,Rios da Mata,RO,95089783
13936,11973,Fazenda de Dias,65,Silva,SP,62581122
13937,5794,Jardim Sampaio,93,Abreu do Oeste,BA,54295-876
13938,16911,Via Yago Ramos,63,Borges,DF,22544992
13939,22264,Praça Machado,9,Dias de Araújo,SE,35598846
13940,9456,Aeroporto João Lucas Peixoto,1,Teixeira,PA,70608301
13941,4083,Condomínio da Luz,8,Cavalcanti do Campo,RJ,94030-772
13942,22603,Parque de da Cunha,60,Machado,MA,48233-651
13943,24111,Aeroporto Lívia Carvalho,4,Vargas,SP,57273227
13944,17926,Aeroporto Sampaio,39,Cirino de Minas,SE,94047075
13945,22228,Ladeira de Aparecida,39,Machado de Campos,TO,95292-197
13946,4909,Conjunto Nina Brito,37,Fernandes,RN,47195982
13947,4506,Colônia Benicio Novaes,76,Castro,BA,57777865
13948,14091,Conjunto Pedro Lucas Mendes,79,Novais,RJ,41768871
13949,1163,Travessa Maria Clara Vasconcelos,609,Porto,PR,05179508
13950,290,Estrada Brenda Pereira,44,Cirino,SE,26130711
13951,9449,Colônia José Miguel Cirino,9,Duarte do Norte,SP,46942024
13952,21350,Morro de Câmara,653,Caldeira,RO,07360163
13953,10712,Largo Josué Lima,48,Melo de Rios,DF,94596-097
13954,24083,Rodovia de Albuquerque,7,Lima de Porto,AM,23616-181
13955,24717,Largo Correia,72,Brito das Flores,AL,34067-712
13956,9992,Vereda Viana,8,Ramos do Galho,AM,44352216
13957,18640,Sítio de Pastor,64,Aparecida,SP,05703514
13958,20987,Campo Fogaça,2,Nogueira,RJ,69438052
13959,15674,Vereda Rocha,30,Teixeira,MT,83031-047
13960,23552,Núcleo Gustavo Dias,8,Carvalho,TO,06071-500
13961,21426,Pátio de Pastor,540,da Costa do Sul,MG,67314456
13962,13476,Conjunto de Viana,97,Gonçalves de Minas,MA,23510-203
13963,16329,Favela Théo da Mota,73,Duarte,MG,24019-447
13964,10317,Passarela da Mata,27,Cardoso,MG,02212656
13965,1276,Avenida de Fonseca,74,Guerra,SC,95678599
13966,11665,Travessa Bianca Rodrigues,458,Martins,AL,51994-715
13967,11707,Área Dom Santos,98,Cavalcante,RR,96259199
13968,16491,Travessa Kamilly Sales,798,Leão do Sul,ES,49790107
13969,21080,Feira Pietra Barbosa,6,da Luz dos Dourados,SP,60171-418
13970,3228,Setor Kamilly Pastor,31,da Conceição,MS,01492625
13971,9532,Rodovia Henry Gabriel Vasconcelos,18,Correia,SP,64927894
13972,15753,Vereda Rael Lima,853,Marques,SP,68766-672
13973,18646,Ladeira Barros,92,da Cunha do Sul,SE,70334-846
13974,20420,Praça Bruno Vieira,17,Melo da Serra,DF,57334-093
13975,5186,Núcleo Cirino,44,Gonçalves da Praia,MG,78771-162
13976,8378,Núcleo Gonçalves,970,Sousa de Araújo,MG,38158-094
13977,9852,Distrito Fonseca,972,da Mata de Pereira,TO,26803126
13978,16294,Parque de Cunha,47,Rios,AL,08863-433
13979,18197,Quadra Hadassa Monteiro,25,Dias,SP,02859858
13980,6761,Ladeira Oliveira,950,Cavalcanti,RR,15223077
13981,4588,Praia Ramos,4,Peixoto,RN,05269101
13982,8784,Pátio de Moura,84,Guerra,DF,46526-144
13983,14469,Lagoa Rocha,6,Sá,RJ,13765019
13984,23615,Aeroporto de Rocha,477,Porto de Costa,BA,70445-117
13985,1040,Lago de Pimenta,94,da Costa de Almeida,AC,84069-321
13986,12202,Chácara Thales da Mata,28,Pacheco do Amparo,AM,09021-987
13987,15258,Morro Emanuelly Cirino,615,Siqueira,SC,13044425
13988,10794,Residencial Carlos Eduardo Câmara,3,Peixoto,AP,89319-988
13989,189,Conjunto Teixeira,90,Pimenta Verde,SP,77616-898
13990,6721,Estação de Martins,88,Mendes de Garcia,RR,03500-937
13991,12178,Travessa Rocha,7,Barbosa das Flores,RN,33398772
13992,23342,Distrito de da Costa,645,Gomes,TO,67106-877
13993,11785,Morro Cavalcanti,745,Novais de Minas,PB,61678-316
13994,2208,Largo Maria Helena Cavalcante,96,Silva,MG,85644-454
13995,8689,Fazenda José Pedro Peixoto,88,da Rosa,BA,25532351
13996,1747,Largo Antonella Mendes,7,Pastor,RR,95599-766
13997,5256,Núcleo de Nascimento,40,Castro,CE,31749-065
13998,7720,Núcleo de Souza,87,Andrade,MA,34545-383
13999,19628,Quadra Marcelo Montenegro,24,Teixeira da Prata,CE,88839-969
14000,3465,Campo de Oliveira,414,Pimenta da Serra,AM,64076597
14001,9860,Setor Câmara,63,Macedo de Cunha,AC,64283-174
14002,20188,Lagoa de Pires,24,Costela,AP,52719-240
14003,19415,Pátio de Monteiro,7,da Cunha,SC,80779448
14004,24712,Jardim Montenegro,36,da Luz,PE,76338-708
14005,5796,Loteamento Costa,31,Cardoso de Ramos,AL,33261838
14006,7825,Aeroporto Leão,90,Machado,SC,86696835
14007,12191,Ladeira Kamilly Correia,33,Lima da Serra,GO,61680550
14008,17850,Chácara Sousa,66,da Luz,GO,63138198
14009,6345,Setor Machado,45,Peixoto,AC,33361-640
14010,8396,Distrito de da Mata,206,da Cunha,SE,60058319
14011,7175,Pátio Marcelo Guerra,29,Araújo,DF,11103-803
14012,3743,Largo Marcelo Rocha,14,Machado do Oeste,BA,25998-864
14013,10569,Passarela da Rocha,89,Sousa,TO,17582-923
14014,23399,Vila de Castro,915,das Neves do Norte,SP,38815985
14015,2920,Distrito Viana,494,Moreira,PE,33616915
14016,6790,Quadra Souza,9,da Luz Paulista,DF,89427291
14017,3673,Jardim de Novaes,11,da Paz,AM,30864-113
14018,6543,Esplanada Rios,94,da Cruz Grande,BA,19880110
14019,12062,Núcleo João Felipe Cardoso,64,Casa Grande,PR,43594-109
14020,15455,Praça Lopes,127,da Rosa,RR,28514-128
14021,234,Largo Leão,8,Cirino,RN,16117-537
14022,11773,Lago Ester Jesus,2,Silva do Oeste,PE,64446-271
14023,5299,Lagoa de Correia,17,Rodrigues,BA,32912-674
14024,18077,Área Garcia,94,Novais,SE,57993161
14025,5758,Viela de Araújo,47,Moura Alegre,DF,19844438
14026,3643,Loteamento Casa Grande,66,Sousa da Praia,PB,08679-575
14027,11605,Vale Lopes,500,da Rocha de Sá,CE,04250167
14028,17558,Campo Augusto Albuquerque,3,Machado,PA,83732355
14029,10425,Fazenda Sá,6,Câmara,RO,26508-604
14030,13111,Condomínio Fernando Casa Grande,3,Duarte,DF,62091025
14031,18720,Alameda Machado,35,Fogaça da Praia,TO,00688736
14032,2568,Viaduto Almeida,64,Gomes,AP,61962348
14033,18528,Esplanada Breno Silveira,80,Mendonça do Oeste,SC,54816-647
14034,15377,Rodovia Casa Grande,25,da Cunha de Peixoto,BA,63977-449
14035,5674,Sítio Abreu,24,Duarte do Sul,BA,89223-269
14036,14800,Passarela Leonardo Cavalcante,545,Ribeiro do Oeste,AP,81642136
14037,18880,Travessa de Araújo,78,Barros do Oeste,ES,01063582
14038,13671,Praia Mathias Sampaio,59,Aragão,RR,84065-758
14039,19339,Trecho de da Paz,87,da Cunha Grande,SC,52952736
14040,4871,Praia Isabelly Dias,35,Caldeira do Campo,PR,95058-578
14041,22667,Trevo de Melo,863,Andrade,RN,68251-779
14042,11372,Alameda Pietra Moreira,695,Vargas dos Dourados,MG,78271-982
14043,24287,Sítio Araújo,18,Correia,RS,01797-448
14044,2358,Praia Sales,4,Rodrigues,DF,32612-005
14045,22552,Colônia Valentim Andrade,606,Sá,MT,22660-744
14046,6230,Setor de Correia,62,Pinto,GO,56426625
14047,23262,Travessa Marques,3,Guerra do Sul,PA,48562606
14048,22311,Feira Bárbara Castro,13,Aragão do Sul,MS,04752-076
14049,15686,Vale Andrade,74,Freitas,MS,37711405
14050,14885,Conjunto Costela,84,Costela dos Dourados,PA,65511-234
14051,6691,Condomínio Azevedo,75,Duarte Grande,PB,62225669
14052,2739,Trevo Danilo Vieira,57,Leão,SE,05519-785
14053,12734,Passarela de da Mota,79,Pinto do Oeste,RN,14726860
14054,18997,Feira Rios,82,Ramos de Goiás,PB,65105264
14055,15220,Quadra de Martins,59,da Conceição do Campo,PE,73617-016
14056,9174,Condomínio de Garcia,84,Vieira de Ribeiro,RN,00506-840
14057,22918,Parque de Aragão,432,Fernandes,AM,10492-481
14058,24502,Setor Heitor Jesus,82,Castro,MS,71500411
14059,20195,Vale Luan Macedo,59,Vargas Verde,RN,70493064
14060,17331,Travessa de Porto,43,Costela dos Dourados,PB,06815177
14061,12057,Parque de Fernandes,56,da Cruz,AP,07924-157
14062,4197,Estação Costa,37,Peixoto do Amparo,MT,63342-783
14063,13103,Colônia Ana Júlia da Mota,50,Barbosa,DF,24151-796
14064,21252,Vale de Albuquerque,17,Oliveira,GO,56474132
14065,16021,Rua Olivia Camargo,956,Fogaça de Siqueira,SC,43830-097
14066,17153,Chácara de Cavalcante,333,Albuquerque dos Dourados,MG,44154480
14067,16578,Rua de Alves,73,Rocha do Sul,GO,83746-960
14068,13998,Feira de Cassiano,33,Peixoto das Flores,TO,95773-073
14069,13567,Lagoa Jesus,96,Lima do Amparo,BA,26348222
14070,24957,Lagoa Heloisa Farias,536,Mendes,MT,00097508
14071,3494,Passarela Teixeira,35,Barros de Cavalcante,SE,47354785
14072,19154,Morro Costa,57,Pires Paulista,GO,91881558
14073,2520,Viaduto de da Costa,238,Silveira,ES,67600-749
14074,23163,Distrito Melissa Albuquerque,71,Pires do Galho,AL,92602-379
14075,8736,Jardim de Teixeira,11,Duarte,SE,02369-493
14076,23325,Aeroporto de Correia,50,Vargas da Mata,RO,28840-846
14077,13573,Jardim Ana Luiza Costa,17,Oliveira do Campo,RJ,49706-437
14078,14240,Núcleo de Vieira,93,Nascimento Alegre,RN,18891-422
14079,15939,Vila Heitor Camargo,10,Garcia,BA,96306-880
14080,1404,Trevo Francisco Nogueira,5,Leão do Sul,MA,03723596
14081,16098,Estrada Gael Henrique Abreu,4,Dias,SE,08780813
14082,13260,Morro Santos,90,Campos de Barbosa,PA,34201-097
14083,997,Setor Luiz Gustavo Almeida,96,Barros de Cassiano,BA,58185592
14084,18313,Jardim Emanuelly Guerra,8,Martins,ES,80788-597
14085,13722,Alameda de Casa Grande,2,Cardoso das Pedras,MS,28244964
14086,2525,Jardim Cirino,9,Aragão Alegre,PR,92016-824
14087,682,Aeroporto de Montenegro,62,da Mota da Prata,SP,22527632
14088,17879,Avenida Henry Gabriel Duarte,706,da Costa das Flores,MG,23062-640
14089,19093,Campo de da Luz,1,Pastor,GO,38759-973
14090,14455,Pátio Alícia Alves,582,da Rocha do Amparo,CE,27275498
14091,13629,Estrada Ana Lívia Porto,20,Casa Grande,GO,25428473
14092,18755,Vila Almeida,9,Brito,MA,98697-666
14093,3816,Feira Bruna Cavalcanti,26,Araújo,SC,91986-962
14094,2446,Sítio Machado,37,Monteiro do Oeste,PA,03666-103
14095,24348,Condomínio Henrique Cassiano,38,Fogaça do Norte,RS,26829-339
14096,23024,Vila de Gonçalves,75,Teixeira,MT,08803-772
14097,10301,Chácara Daniela da Luz,27,Camargo,SP,41252081
14098,23344,Esplanada Ayla Teixeira,96,Duarte da Praia,AP,28188423
14099,4092,Núcleo de Cavalcanti,74,da Rosa da Praia,SP,30605-796
14100,20514,Recanto de Costa,51,da Rocha,SC,11382-162
14101,3523,Viaduto Brito,14,Araújo,SC,04355-491
14102,14603,Vereda de Borges,22,Guerra do Oeste,RO,71271143
14103,2623,Favela Enzo Mendes,80,Rios,SP,99965-071
14104,6740,Campo Silva,156,Castro de Sousa,AM,98534352
14105,729,Jardim de Nascimento,1,Moraes,MG,38733-490
14106,179,Travessa de Nogueira,1,Pinto,GO,63718040
14107,4625,Pátio Sousa,4,Vieira da Prata,MT,62476009
14108,388,Alameda de Nunes,135,Souza de Casa Grande,RJ,58607-898
14109,21124,Estação Gael Fernandes,84,da Cruz da Praia,BA,74457-685
14110,13545,Núcleo de Silva,589,da Conceição de Aparecida,SP,07236-890
14111,7163,Estação Sofia Almeida,601,da Mota Paulista,RN,32596-449
14112,14468,Largo Ramos,5,Oliveira,AP,65369195
14113,2218,Vereda Correia,25,Farias do Amparo,RO,52888508
14114,5599,Condomínio Fernandes,81,Campos das Pedras,CE,76406-169
14115,12135,Viela Rezende,55,Leão,AL,55508-683
14116,2990,Largo Maria Laura Alves,5,Melo,ES,19060598
14117,21862,Rua de Oliveira,22,Santos,AL,27225615
14118,9803,Alameda Maria Sophia da Cunha,34,Lopes das Flores,PI,33525-490
14119,9311,Distrito de Rios,98,Silva,PA,94497281
14120,616,Viela Lara Viana,9,da Rosa,MG,15787-983
14121,7843,Sítio de Guerra,63,Martins,PR,90014-503
14122,4171,Colônia da Rocha,19,Abreu do Sul,MS,65742686
14123,11327,Pátio de Moreira,83,Freitas de da Paz,RJ,00009879
14124,17321,Aeroporto Lara Lima,3,Câmara do Campo,GO,65071665
14125,7550,Pátio de Peixoto,78,Gomes Paulista,RO,36666613
